Geneid	Chr	Start	End	Strand	Length	gene_name	Excel_name	gene_type
ENSG00000287535	chr8	41566858	41568641	+	1784	AC009630.4	'AC009630.4	lncRNA
ENSG00000287536	chr2	182278684	182282752	+	4069	AC012500.1	'AC012500.1	lncRNA
ENSG00000287537	chr12	49536677	49538894	-	2218	AC020612.4	'AC020612.4	lncRNA
ENSG00000287538	chr11	50184250	50208794	+	24545	AC109635.7	'AC109635.7	lncRNA
ENSG00000287539	chr17	78845345	78846686	+	1342	AC022966.2	'AC022966.2	lncRNA
ENSG00000287540	chr5	45226286	45228428	+	2143	AC116350.1	'AC116350.1	lncRNA
ENSG00000287543	chr15	74040190	74043332	-	3143	AC013486.1	'AC013486.1	lncRNA
ENSG00000287544	chr4	176844493	177301253	-	456761	AC097518.2	'AC097518.2	lncRNA
ENSG00000287545	chr11	119832966	119867682	+	34717	AP001994.2	'AP001994.2	lncRNA
ENSG00000287546	chr13	106753247	106757065	+	3819	AL163534.1	'AL163534.1	lncRNA
ENSG00000287547	chr7	130668852	130669395	+	544	AC234644.2	'AC234644.2	lncRNA
ENSG00000287548	chr11	13463377	13464717	+	1341	AC021269.3	'AC021269.3	lncRNA
ENSG00000287549	chrX	41008427	41029306	-	20880	AC092268.2	'AC092268.2	lncRNA
ENSG00000287550	chr6	164791288	164827683	-	36396	AL450345.2	'AL450345.2	lncRNA
ENSG00000287551	chr9	28539735	28566733	+	26999	AL445526.1	'AL445526.1	lncRNA
ENSG00000287552	chr4	94315486	94343041	+	27556	AC109925.2	'AC109925.2	lncRNA
ENSG00000287553	chr17	2040953	2041932	-	980	AC090617.10	'AC090617.10	lncRNA
ENSG00000287554	chr7	121304657	121309842	-	5186	AC006364.1	'AC006364.1	lncRNA
ENSG00000287555	chr4	152448275	152513788	+	65514	AC023424.3	'AC023424.3	lncRNA
ENSG00000287556	chr11	111013452	111027636	+	14185	AP003973.4	'AP003973.4	lncRNA
ENSG00000287557	chr6	67888977	67998751	+	109775	AL713998.4	'AL713998.4	lncRNA
ENSG00000287558	chr6	160742509	160767490	-	24982	AL109933.5	'AL109933.5	lncRNA
ENSG00000287559	chr6	17224243	17281424	-	57182	AL136305.1	'AL136305.1	lncRNA
ENSG00000287560	chr10	3042535	3047083	-	4549	AL731533.3	'AL731533.3	lncRNA
ENSG00000287561	chr20	2206683	2207397	-	715	AL121899.4	'AL121899.4	lncRNA
ENSG00000287562	chr6	44090787	44095585	-	4799	AL109615.4	'AL109615.4	lncRNA
ENSG00000287563	chr18	10406558	10422360	+	15803	AP006219.3	'AP006219.3	lncRNA
ENSG00000287564	chr10	31033089	31143813	+	110725	AL359546.1	'AL359546.1	lncRNA
ENSG00000287565	chr4	149377257	149380107	+	2851	AC108168.1	'AC108168.1	lncRNA
ENSG00000287566	chr10	5549637	5554329	-	4693	AL732437.3	'AL732437.3	lncRNA
ENSG00000287567	chr3	77567508	77571881	-	4374	AC133040.1	'AC133040.1	lncRNA
ENSG00000287568	chr7	126533665	126537295	+	3631	AC002057.1	'AC002057.1	lncRNA
ENSG00000287569	chr20	26009792	26011243	+	1452	AL078587.2	'AL078587.2	lncRNA
ENSG00000287570	chr20	44181111	44182712	+	1602	AL035447.1	'AL035447.1	lncRNA
ENSG00000287571	chr4	187198218	187201894	-	3677	AC108046.1	'AC108046.1	lncRNA
ENSG00000287574	chr7	44582519	44583676	+	1158	AC004938.2	'AC004938.2	lncRNA
ENSG00000287575	chr13	110132003	110136906	-	4904	AL390755.3	'AL390755.3	lncRNA
ENSG00000287576	chr8	143541648	143545128	+	3481	AC067930.8	'AC067930.8	lncRNA
ENSG00000287577	chr12	9348030	9349268	+	1239	AC009533.4	'AC009533.4	lncRNA
ENSG00000287578	chr6	95917143	96015391	-	98249	AL034348.1	'AL034348.1	lncRNA
ENSG00000287579	chr5	176158610	176168367	-	9758	AC139491.8	'AC139491.8	lncRNA
ENSG00000287580	chr7	64801958	64804117	-	2160	AC073349.4	'AC073349.4	lncRNA
ENSG00000287581	chr5	14356886	14359285	-	2400	AC016549.1	'AC016549.1	lncRNA
ENSG00000287582	chr1	54514417	54517383	+	2967	AC099796.2	'AC099796.2	lncRNA
ENSG00000287583	chr2	2697490	2701812	-	4323	AC018685.3	'AC018685.3	lncRNA
ENSG00000287584	chr7	39621253	39623201	-	1949	AC004837.4	'AC004837.4	lncRNA
ENSG00000287585	chrX	149414886	149415495	-	610	AC231656.1	'AC231656.1	protein_coding
ENSG00000287586	chr1	4730211	4734992	-	4782	Z98886.1	'Z98886.1	lncRNA
ENSG00000287587	chr1	42036143	42051784	+	15642	AL158216.1	'AL158216.1	lncRNA
ENSG00000287588	chr7	63925832	63930920	+	5089	AC092634.8	'AC092634.8	lncRNA
ENSG00000287589	chr1	239205138	239212284	+	7147	AC093426.2	'AC093426.2	lncRNA
ENSG00000287590	chr8	30279549	30281455	-	1907	AC090820.2	'AC090820.2	lncRNA
ENSG00000287591	chr6	158296671	158303372	-	6702	AL360169.3	'AL360169.3	lncRNA
ENSG00000287592	chr7	113486407	113494870	-	8464	AC073348.2	'AC073348.2	lncRNA
ENSG00000287593	chr6	11722547	11731923	+	9377	AL022724.3	'AL022724.3	lncRNA
ENSG00000287594	chr6	167678232	167679523	+	1292	AL356123.2	'AL356123.2	lncRNA
ENSG00000287595	chr3	72738918	72740525	+	1608	AC097369.2	'AC097369.2	lncRNA
ENSG00000287596	chr15	53419865	53453487	+	33623	AC066614.1	'AC066614.1	lncRNA
ENSG00000287597	chr5	40306824	40312905	-	6082	AC108105.1	'AC108105.1	lncRNA
ENSG00000287598	chr6	60789805	60942327	+	152523	AL512427.2	'AL512427.2	lncRNA
ENSG00000287599	chr13	48531800	48556358	+	24559	AL157813.2	'AL157813.2	lncRNA
ENSG00000287600	chr5	904319	912587	-	8269	AC122719.3	'AC122719.3	lncRNA
ENSG00000287601	chr1	244834374	244835011	-	638	BX323046.2	'BX323046.2	lncRNA
ENSG00000287602	chr17	41090338	41093246	+	2909	AC100808.1	'AC100808.1	lncRNA
ENSG00000287603	chr19	48547637	48597238	-	49602	AC008403.3	'AC008403.3	lncRNA
ENSG00000287605	chr3	182149430	182158313	-	8884	AC109131.1	'AC109131.1	lncRNA
ENSG00000287608	chr19	53434661	53473936	-	39276	AC022137.4	'AC022137.4	lncRNA
ENSG00000287609	chr10	126393489	126398789	-	5301	AL589787.2	'AL589787.2	lncRNA
ENSG00000287610	chr7	155534964	155536825	+	1862	AC009403.3	'AC009403.3	lncRNA
ENSG00000287611	chr18	24500399	24508133	+	7735	AC007922.4	'AC007922.4	lncRNA
ENSG00000287612	chr21	23857081	23889150	+	32070	AP000474.2	'AP000474.2	lncRNA
ENSG00000287613	chr10	20095125	20099664	-	4540	AC069549.2	'AC069549.2	lncRNA
ENSG00000287614	chr6	20265720	20307200	+	41481	AL158198.2	'AL158198.2	lncRNA
ENSG00000287615	chr8	64456198	64462926	-	6729	AC012535.1	'AC012535.1	lncRNA
ENSG00000287616	chr6	104487095	104528158	-	41064	AL357522.1	'AL357522.1	lncRNA
ENSG00000287617	chr3	125799887	125800616	-	730	AC092902.6	'AC092902.6	lncRNA
ENSG00000287618	chr12	64099415	64130539	-	31125	AC025576.3	'AC025576.3	lncRNA
ENSG00000287619	chrX	103563917	103573278	-	9362	AL021308.1	'AL021308.1	lncRNA
ENSG00000287620	chr3	39177761	39179586	+	1826	AC092053.4	'AC092053.4	lncRNA
ENSG00000287621	chr2	183253652	183495501	+	241850	AC021851.2	'AC021851.2	lncRNA
ENSG00000287622	chr12	127563908	127590930	+	27023	AC068787.5	'AC068787.5	lncRNA
ENSG00000287623	chr3	9100803	9104078	+	3276	AC037193.1	'AC037193.1	lncRNA
ENSG00000287624	chr1	156768105	156769233	-	1129	AL590666.5	'AL590666.5	lncRNA
ENSG00000287625	chr2	84926019	84966685	+	40667	AC022210.2	'AC022210.2	lncRNA
ENSG00000287626	chr6	15555780	15559980	+	4201	AL021978.1	'AL021978.1	lncRNA
ENSG00000287627	chr1	226538305	226542729	-	4425	AL359704.3	'AL359704.3	lncRNA
ENSG00000287628	chr2	85934535	85937548	-	3014	AC012511.2	'AC012511.2	lncRNA
ENSG00000287629	chr3	42665873	42683793	-	17921	AC006059.5	'AC006059.5	lncRNA
ENSG00000287630	chr5	147725551	147728464	+	2914	AC011370.1	'AC011370.1	lncRNA
ENSG00000287631	chr7	100388809	100398366	-	9558	AC005071.1	'AC005071.1	lncRNA
ENSG00000287632	chr4	78669690	78691671	-	21982	AC112253.1	'AC112253.1	lncRNA
ENSG00000287633	chr1	234550542	234554838	+	4297	AL161640.3	'AL161640.3	lncRNA
ENSG00000287634	chr5	36343672	36347157	-	3486	AC114277.1	'AC114277.1	lncRNA
ENSG00000287635	chr13	94960771	95007420	-	46650	AL139381.1	'AL139381.1	lncRNA
ENSG00000287636	chr7	148584818	148625479	-	40662	AC005229.5	'AC005229.5	lncRNA
ENSG00000287637	chr21	37337382	37366858	-	29477	AP001437.2	'AP001437.2	lncRNA
ENSG00000287639	chr12	131644172	131645651	+	1480	AC117500.6	'AC117500.6	lncRNA
ENSG00000287640	chr2	60383141	60385794	+	2654	AC007381.2	'AC007381.2	lncRNA
ENSG00000287641	chr3	34692820	34694174	+	1355	AC007483.1	'AC007483.1	lncRNA
ENSG00000287642	chr4	152934516	152936761	-	2246	AC093599.2	'AC093599.2	lncRNA
ENSG00000287643	chr14	70945640	70959029	-	13390	AC004825.3	'AC004825.3	lncRNA
ENSG00000287644	chr17	40317698	40318676	-	979	AC080112.4	'AC080112.4	lncRNA
ENSG00000287645	chr3	179971494	180017083	+	45590	AC092939.1	'AC092939.1	lncRNA
ENSG00000287646	chr18	70205774	70208781	+	3008	AC021701.1	'AC021701.1	lncRNA
ENSG00000287647	chr1	77431314	77437604	-	6291	AC093575.1	'AC093575.1	lncRNA
ENSG00000287649	chr3	59809269	59811310	+	2042	AC093418.1	'AC093418.1	lncRNA
ENSG00000287650	chr13	35494178	35496615	-	2438	AL390071.1	'AL390071.1	lncRNA
ENSG00000287651	chr7	35313838	35377071	+	63234	AC007652.3	'AC007652.3	lncRNA
ENSG00000287652	chr22	19520572	19522769	-	2198	AC000082.1	'AC000082.1	lncRNA
ENSG00000287653	chr10	1957589	1960190	+	2602	AL355597.1	'AL355597.1	lncRNA
ENSG00000287654	chr8	97643366	97643881	-	516	AP002982.2	'AP002982.2	lncRNA
ENSG00000287655	chr10	117005462	117006416	+	955	AC023283.1	'AC023283.1	lncRNA
ENSG00000287656	chr6	160369200	160386934	-	17735	AL591069.1	'AL591069.1	lncRNA
ENSG00000287657	chr8	123157729	123165173	+	7445	AC068228.3	'AC068228.3	lncRNA
ENSG00000287658	chr2	30343222	30348298	-	5077	AC109642.1	'AC109642.1	lncRNA
ENSG00000287659	chr4	38276178	38279880	-	3703	AC098680.2	'AC098680.2	lncRNA
ENSG00000287660	chr4	169849053	169867346	-	18294	AC079768.3	'AC079768.3	lncRNA
ENSG00000287661	chr1	48552991	48558106	+	5116	AL391844.1	'AL391844.1	lncRNA
ENSG00000287662	chr2	208885755	208888143	+	2389	AC109824.1	'AC109824.1	lncRNA
ENSG00000287663	chr14	90758599	90760061	+	1463	AL122020.2	'AL122020.2	lncRNA
ENSG00000287664	chr17	60019149	60020006	+	858	AC005702.5	'AC005702.5	lncRNA
ENSG00000287665	chr7	4725440	4728721	+	3282	AC092428.1	'AC092428.1	lncRNA
ENSG00000287666	chr11	126121889	126128081	-	6193	AP000821.2	'AP000821.2	lncRNA
ENSG00000287667	chr4	186326302	186336662	+	10361	AC109517.1	'AC109517.1	lncRNA
ENSG00000287668	chr14	94545310	94547762	+	2453	AL132990.1	'AL132990.1	lncRNA
ENSG00000287669	chr3	70617766	70620325	+	2560	AC104633.2	'AC104633.2	lncRNA
ENSG00000287670	chr2	88016780	88021451	+	4672	AC108479.3	'AC108479.3	lncRNA
ENSG00000287671	chr17	21442805	21451525	+	8721	AC068418.3	'AC068418.3	lncRNA
ENSG00000287672	chr7	91880791	91886490	+	5700	AC003086.1	'AC003086.1	lncRNA
ENSG00000287673	chr18	47263935	47282939	+	19005	AC051635.1	'AC051635.1	lncRNA
ENSG00000287674	chr6	27679971	27680555	-	585	AL009179.3	'AL009179.3	lncRNA
ENSG00000287675	chr12	99985045	99985619	+	575	AC078916.1	'AC078916.1	lncRNA
ENSG00000287676	chr1	219294982	219297668	+	2687	AC096642.2	'AC096642.2	lncRNA
ENSG00000287677	chr8	141581684	141585260	+	3577	AC025839.1	'AC025839.1	lncRNA
ENSG00000287678	chr6	41080624	41101056	-	20433	AL031778.1	'AL031778.1	lncRNA
ENSG00000287679	chr6	61870097	61893882	+	23786	AL355347.1	'AL355347.1	lncRNA
ENSG00000287680	chr18	77042864	77044739	+	1876	AC093330.3	'AC093330.3	lncRNA
ENSG00000287682	chr3	101878333	101925726	+	47394	AC020651.2	'AC020651.2	lncRNA
ENSG00000287683	chr6	93416951	93677954	+	261004	AL591519.1	'AL591519.1	lncRNA
ENSG00000287684	chr1	222743356	222773149	-	29794	AL392172.2	'AL392172.2	lncRNA
ENSG00000287685	chrX	110472692	110524320	+	51629	AC000113.1	'AC000113.1	lncRNA
ENSG00000287686	chr2	88690177	88691464	-	1288	AC062029.1	'AC062029.1	lncRNA
ENSG00000287687	chr2	74750173	74778742	-	28570	AC007387.3	'AC007387.3	lncRNA
ENSG00000287688	chr3	150734469	150738977	-	4509	AC011317.1	'AC011317.1	lncRNA
ENSG00000287689	chr18	74464410	74468707	-	4298	AC009704.3	'AC009704.3	lncRNA
ENSG00000287690	chr6	166651524	166655610	+	4087	AL023775.2	'AL023775.2	lncRNA
ENSG00000287691	chr1	32925454	32951638	+	26185	AL031602.2	'AL031602.2	lncRNA
ENSG00000287692	chr4	122700445	122708788	+	8344	AC053545.1	'AC053545.1	lncRNA
ENSG00000287693	chr18	71137829	71208366	+	70538	AC091691.3	'AC091691.3	lncRNA
ENSG00000287695	chr5	154346042	154347834	+	1793	AC008625.1	'AC008625.1	lncRNA
ENSG00000287696	chr9	23291544	23293923	+	2380	AL357614.1	'AL357614.1	lncRNA
ENSG00000287697	chr1	174998353	174999623	-	1271	Z99127.4	'Z99127.4	lncRNA
ENSG00000287698	chr12	1800862	1807486	+	6625	AC005343.4	'AC005343.4	lncRNA
ENSG00000287699	chr7	64294516	64300818	-	6303	AC073270.1	'AC073270.1	lncRNA
ENSG00000287700	chrX	33718958	33726013	-	7056	AL591378.1	'AL591378.1	lncRNA
ENSG00000287701	chr5	74899115	74903650	-	4536	AC116337.4	'AC116337.4	lncRNA
ENSG00000287702	chr7	126495312	126531336	+	36025	AC002057.2	'AC002057.2	lncRNA
ENSG00000287703	chr1	34640157	34685732	-	45576	AC099565.1	'AC099565.1	lncRNA
ENSG00000287704	chr15	46410309	46661103	+	250795	AC012405.1	'AC012405.1	lncRNA
ENSG00000287705	chr6	83852312	83854167	-	1856	AL139232.1	'AL139232.1	lncRNA
ENSG00000287706	chr3	152650519	152679450	+	28932	AC092924.2	'AC092924.2	lncRNA
ENSG00000287707	chr3	51927071	51932483	-	5413	AC115284.4	'AC115284.4	lncRNA
ENSG00000287708	chr9	14395791	14472407	+	76617	AL137017.1	'AL137017.1	lncRNA
ENSG00000287709	chr5	57650678	57679842	+	29165	AC008780.2	'AC008780.2	lncRNA
ENSG00000287710	chr17	42577825	42578366	+	542	AC067852.5	'AC067852.5	lncRNA
ENSG00000287712	chr12	3300698	3318677	+	17980	AC005865.2	'AC005865.2	lncRNA
ENSG00000287713	chr12	7838914	7844395	+	5482	AC006517.2	'AC006517.2	lncRNA
ENSG00000287714	chr12	92026447	92032392	+	5946	AC025164.2	'AC025164.2	lncRNA
ENSG00000287715	chr12	56987734	56990756	+	3023	AC026120.3	'AC026120.3	lncRNA
ENSG00000287717	chr15	89361157	89362421	-	1265	AC133637.2	'AC133637.2	lncRNA
ENSG00000287718	chr16	51089466	51095952	-	6487	AC009166.3	'AC009166.3	lncRNA
ENSG00000287719	chr18	8913999	8919414	+	5416	AP001531.1	'AP001531.1	lncRNA
ENSG00000287720	chr3	3918709	4046722	+	128014	AC023480.1	'AC023480.1	lncRNA
ENSG00000287721	chr17	28204616	28223735	+	19120	AC061975.8	'AC061975.8	lncRNA
ENSG00000287722	chr13	53207831	53801489	+	593659	AL356295.1	'AL356295.1	lncRNA
ENSG00000287723	chr18	15165338	15172007	+	6670	AP005901.6	'AP005901.6	lncRNA
ENSG00000287724	chr1	54874672	54883664	+	8993	AC096536.3	'AC096536.3	lncRNA
ENSG00000287726	chr5	141882815	141907939	+	25125	AC005740.5	'AC005740.5	lncRNA
ENSG00000287727	chr1	10612222	10616452	-	4231	AL139423.2	'AL139423.2	lncRNA
ENSG00000287728	chr6	112988311	113140870	+	152560	AL360015.1	'AL360015.1	lncRNA
ENSG00000287729	chrX	38779584	38800678	-	21095	AF241728.2	'AF241728.2	lncRNA
ENSG00000287730	chr4	155442650	155448610	+	5961	AC097526.1	'AC097526.1	lncRNA
ENSG00000287731	chr6	126719560	126721778	+	2219	AL035603.1	'AL035603.1	lncRNA
ENSG00000287732	chr10	105844834	105904771	+	59938	AL731574.1	'AL731574.1	lncRNA
ENSG00000287733	chr7	135170816	135172414	+	1599	AC083862.3	'AC083862.3	lncRNA
ENSG00000287734	chr13	104125930	104134257	+	8328	AL136524.1	'AL136524.1	lncRNA
ENSG00000287735	chr14	20317949	20319707	+	1759	AL355075.6	'AL355075.6	lncRNA
ENSG00000287736	chr8	133054959	133057767	+	2809	AF305872.2	'AF305872.2	lncRNA
ENSG00000287737	chr17	82273748	82279645	+	5898	AC132872.5	'AC132872.5	lncRNA
ENSG00000287738	chr1	241453751	241484995	-	31245	AL359764.3	'AL359764.3	lncRNA
ENSG00000287739	chr16	22170309	22175524	-	5216	AC009019.2	'AC009019.2	lncRNA
ENSG00000287740	chr8	2873525	2877916	-	4392	AC115485.1	'AC115485.1	lncRNA
ENSG00000287741	chr15	70556521	70562722	+	6202	AC009434.1	'AC009434.1	lncRNA
ENSG00000287742	chr2	127406731	127408221	-	1491	AC068282.2	'AC068282.2	lncRNA
ENSG00000287743	chr1	40659848	40667480	+	7633	AL031289.2	'AL031289.2	lncRNA
ENSG00000287744	chr7	153715074	153748986	-	33913	AC005998.1	'AC005998.1	lncRNA
ENSG00000287745	chr6	54190206	54190709	+	504	AL359380.1	'AL359380.1	lncRNA
ENSG00000287746	chr13	99584014	99590508	-	6495	AL139035.2	'AL139035.2	lncRNA
ENSG00000287747	chr8	6780874	6789021	+	8148	AF233439.3	'AF233439.3	lncRNA
ENSG00000287748	chr4	129362911	129377504	-	14594	AC082650.2	'AC082650.2	lncRNA
ENSG00000287749	chr2	76197855	76252927	-	55073	AC073091.4	'AC073091.4	lncRNA
ENSG00000287750	chr9	88066445	88076975	-	10531	AL353572.4	'AL353572.4	lncRNA
ENSG00000287752	chr20	59467755	59469853	-	2099	AL389889.2	'AL389889.2	lncRNA
ENSG00000287753	chr11	21782659	21843210	+	60552	AC130307.1	'AC130307.1	lncRNA
ENSG00000287754	chr20	11566484	11581335	-	14852	AL109837.3	'AL109837.3	lncRNA
ENSG00000287755	chr8	11936033	11941273	-	5241	AC107918.5	'AC107918.5	lncRNA
ENSG00000287756	chr1	14774469	14777727	-	3259	AL031293.1	'AL031293.1	lncRNA
ENSG00000287757	chrX	48071226	48078721	+	7496	AC244636.3	'AC244636.3	lncRNA
ENSG00000287758	chr18	78926053	78928494	+	2442	AC091027.3	'AC091027.3	lncRNA
ENSG00000287759	chr9	4741741	4759639	+	17899	AL353151.2	'AL353151.2	lncRNA
ENSG00000287760	chr16	68448843	68450002	+	1160	AC099521.3	'AC099521.3	lncRNA
ENSG00000287761	chr6	4381211	4383597	+	2387	AL162718.3	'AL162718.3	lncRNA
ENSG00000287762	chr4	41608312	41612411	-	4100	AC108050.1	'AC108050.1	lncRNA
ENSG00000287763	chr2	87311460	87348728	-	37269	AC068279.2	'AC068279.2	lncRNA
ENSG00000287765	chr14	24188914	24193106	+	4193	AL136295.17	'AL136295.17	lncRNA
ENSG00000287766	chr19	2862270	2864428	+	2159	AC006130.3	'AC006130.3	lncRNA
ENSG00000287767	chrX	51325790	51330662	+	4873	AC233976.2	'AC233976.2	lncRNA
ENSG00000287768	chr10	123943255	123944099	-	845	BX469938.1	'BX469938.1	lncRNA
ENSG00000287769	chr9	88384902	88389224	-	4323	AL353748.3	'AL353748.3	lncRNA
ENSG00000287771	chr2	102037963	102058190	+	20228	AC007271.1	'AC007271.1	lncRNA
ENSG00000287772	chr14	96749695	96755556	-	5862	AL137786.3	'AL137786.3	lncRNA
ENSG00000287773	chr22	36754086	36755731	-	1646	Z80897.2	'Z80897.2	lncRNA
ENSG00000287774	chr3	30292548	30305037	+	12490	AC025614.2	'AC025614.2	lncRNA
ENSG00000287775	chr4	180095527	180117163	-	21637	AC096747.1	'AC096747.1	lncRNA
ENSG00000287776	chrX	122422006	122478043	+	56038	AL513487.1	'AL513487.1	lncRNA
ENSG00000287777	chr14	33677360	33682886	-	5527	AL161851.2	'AL161851.2	lncRNA
ENSG00000287778	chr4	11426874	11467802	+	40929	AC006230.1	'AC006230.1	lncRNA
ENSG00000287780	chr3	39292556	39384300	-	91745	AC104850.2	'AC104850.2	lncRNA
ENSG00000287781	chr8	127253213	127257630	-	4418	AC018714.2	'AC018714.2	lncRNA
ENSG00000287782	chr9	125426169	125438509	+	12341	AL359632.1	'AL359632.1	lncRNA
ENSG00000287783	chr5	87767608	87774070	-	6463	AC020930.1	'AC020930.1	lncRNA
ENSG00000287784	chr3	127165506	127218473	-	52968	AC112482.2	'AC112482.2	lncRNA
ENSG00000287785	chr8	129241228	129242469	+	1242	AC103833.2	'AC103833.2	lncRNA
ENSG00000287786	chr4	6178186	6184925	+	6740	AC113615.2	'AC113615.2	lncRNA
ENSG00000287787	chr16	85227203	85309176	+	81974	AC092275.1	'AC092275.1	lncRNA
ENSG00000287788	chr8	48925917	48931288	+	5372	AC013701.2	'AC013701.2	lncRNA
ENSG00000287789	chr6	90073051	90079734	+	6684	AL158136.1	'AL158136.1	lncRNA
ENSG00000287790	chr5	7065091	7069351	-	4261	AC025756.1	'AC025756.1	lncRNA
ENSG00000287791	chr2	229407358	229408328	+	971	AC008273.1	'AC008273.1	lncRNA
ENSG00000287792	chr12	131350844	131371721	-	20878	AC140118.2	'AC140118.2	lncRNA
ENSG00000287793	chr2	104423039	104429454	+	6416	AC068535.2	'AC068535.2	lncRNA
ENSG00000287795	chr3	115413476	115486449	-	72974	AC026341.2	'AC026341.2	lncRNA
ENSG00000287796	chrX	147879361	147885249	+	5889	AC016925.3	'AC016925.3	lncRNA
ENSG00000287797	chr1	92978265	92987367	+	9103	AC093577.1	'AC093577.1	lncRNA
ENSG00000287798	chr8	11946461	11950753	-	4293	AC107918.6	'AC107918.6	lncRNA
ENSG00000287799	chr7	16603816	16616295	+	12480	AC005014.4	'AC005014.4	lncRNA
ENSG00000287801	chr21	23982645	24114352	-	131708	AP000477.3	'AP000477.3	lncRNA
ENSG00000287802	chr11	106465985	106469296	+	3312	AP003173.1	'AP003173.1	lncRNA
ENSG00000287803	chr18	29629842	29650440	+	20599	AC117569.2	'AC117569.2	lncRNA
ENSG00000287804	chr6	28476996	28489455	-	12460	Z98745.2	'Z98745.2	lncRNA
ENSG00000287805	chr3	113986835	113992113	+	5279	AC128687.3	'AC128687.3	lncRNA
ENSG00000287806	chrX	131385453	131407083	+	21631	AL135784.1	'AL135784.1	lncRNA
ENSG00000287807	chr1	112978610	112999636	-	21027	AL390242.1	'AL390242.1	lncRNA
ENSG00000287808	chr1	182837185	182839561	-	2377	AL355999.1	'AL355999.1	lncRNA
ENSG00000287809	chr16	21511635	21515131	+	3497	AC005632.6	'AC005632.6	lncRNA
ENSG00000287811	chr6	79537540	79539976	+	2437	AL391840.3	'AL391840.3	lncRNA
ENSG00000287812	chr8	22698384	22703776	-	5393	AC105046.2	'AC105046.2	lncRNA
ENSG00000287813	chr15	80440294	80442751	-	2458	AC016705.3	'AC016705.3	lncRNA
ENSG00000287814	chr5	172479274	172536444	+	57171	AC011407.1	'AC011407.1	lncRNA
ENSG00000287815	chr7	74280747	74289286	-	8540	AC005081.1	'AC005081.1	lncRNA
ENSG00000287816	chr6	79947810	79980046	+	32237	AL133475.1	'AL133475.1	lncRNA
ENSG00000287817	chr22	31490150	31491022	+	873	AL096701.4	'AL096701.4	lncRNA
ENSG00000287818	chr6	122711887	122718814	-	6928	AL512283.3	'AL512283.3	lncRNA
ENSG00000287819	chr8	113432224	113433129	+	906	AC055788.2	'AC055788.2	lncRNA
ENSG00000287820	chr6	139938864	139991094	-	52231	AL050338.2	'AL050338.2	lncRNA
ENSG00000287821	chr11	65260996	65261748	-	753	AP000944.6	'AP000944.6	lncRNA
ENSG00000287822	chr4	158178168	158182806	-	4639	AC098679.6	'AC098679.6	lncRNA
ENSG00000287823	chr6	170088022	170097234	+	9213	AL603783.1	'AL603783.1	lncRNA
ENSG00000287824	chr6	166098111	166099589	+	1479	AL627443.3	'AL627443.3	lncRNA
ENSG00000287825	chr6	42928287	42929457	-	1171	AL035587.2	'AL035587.2	lncRNA
ENSG00000287826	chr8	116289622	116298954	+	9333	AC090994.1	'AC090994.1	lncRNA
ENSG00000287827	chr7	118511942	118513830	+	1889	AC002529.1	'AC002529.1	lncRNA
ENSG00000287828	chr1	3313052	3323149	-	10098	AL354743.2	'AL354743.2	lncRNA
ENSG00000287829	chr7	117091678	117097262	-	5585	AC002542.6	'AC002542.6	lncRNA
ENSG00000287830	chr16	9808856	9810726	+	1871	AC007218.3	'AC007218.3	lncRNA
ENSG00000287831	chr1	168898633	168902836	+	4204	AL135926.2	'AL135926.2	lncRNA
ENSG00000287832	chr2	100642444	100652567	-	10124	AC092845.1	'AC092845.1	lncRNA
ENSG00000287833	chr14	66248811	66278875	+	30065	AL157997.1	'AL157997.1	lncRNA
ENSG00000287834	chr18	6784614	6796503	-	11890	AP005210.2	'AP005210.2	lncRNA
ENSG00000287835	chr12	4906393	4909265	-	2873	AC006063.4	'AC006063.4	lncRNA
ENSG00000287836	chr17	76831684	76841099	-	9416	AC016168.4	'AC016168.4	lncRNA
ENSG00000287837	chr13	40874685	40877861	-	3177	AL590064.1	'AL590064.1	lncRNA
ENSG00000287838	chr9	38949734	38998503	+	48770	AL953883.1	'AL953883.1	lncRNA
ENSG00000287839	chr1	155626757	155637604	-	10848	AL353807.5	'AL353807.5	lncRNA
ENSG00000287840	chr15	33985406	33988268	+	2863	AC009268.3	'AC009268.3	lncRNA
ENSG00000287841	chr4	96841995	96857900	+	15906	AC096585.1	'AC096585.1	lncRNA
